timestamp,text,source,rating,true_topic
2026-08-18 04:58:11,The tutorial doesn't explain how to invite team members.,support_ticket,3,onboarding
2026-08-18 06:07:26,Crashes whenever I try to attach a file to a task.,support_ticket,1,crashes_stability
2026-08-18 06:20:01,"Stability has gotten so much better, no crashes in weeks!",in_app_survey,1,crashes_stability
2026-08-18 06:50:29,Please add support for Slack notifications.,google_play,3,feature_requests
2026-08-18 06:51:10,Subject: Issue report. Would be nice to have recurring task templates.,support_ticket,3,feature_requests
2026-08-18 07:54:06,Subject: Issue report. Two-factor authentication login is broken on iOS.,support_ticket,1,security_login
2026-08-18 08:50:31,"It froze and then crashed while syncing, very frustrating.",app_store,1,crashes_stability
2026-08-18 09:23:15,"This app has completely changed how my team manages projects, love it.",app_store,4,general_positive
2026-08-18 09:45:34,Everything lags when I have more than 50 items in a list.,in_app_survey,1,performance_speed
2026-08-18 12:56:00,@TaskFlowApp Support rep was rude and unhelpful when I asked for a refund.,twitter,3,customer_support
2026-08-18 13:05:48,"Billing is confusing, I can't tell what plan I'm on.",support_ticket,1,billing_payments
2026-08-18 13:57:36,"Onboarding was smooth, got set up in under five minutes.",app_store,3,onboarding
2026-08-18 14:47:11,"@TaskFlowApp Stability has gotten so much better, no crashes in weeks!",twitter,1,crashes_stability
2026-08-18 16:03:16,Sync is painfully slow between my phone and laptop.,google_play,2,performance_speed
2026-08-18 16:36:24,"The new UI is confusing, I can't find the settings anymore.",in_app_survey,4,ui_ux
2026-08-18 17:15:42,"Five stars, this has saved me so much time every week.",google_play,5,general_positive
2026-08-18 17:45:32,@TaskFlowApp TaskFlow crashed twice today and I lost my unsaved notes.,twitter,2,crashes_stability
2026-08-18 18:42:29,"Can't log in after resetting my password, keeps saying invalid credentials.",in_app_survey,1,security_login
2026-08-18 18:43:10,"This app has completely changed how my team manages projects, love it.",app_store,5,general_positive
2026-08-18 19:01:54,"Quick and friendly support, solved my sync issue right away.",in_app_survey,4,customer_support
2026-08-18 19:50:46,"Subject: Issue report. Stability has gotten so much better, no crashes in weeks!",support_ticket,1,crashes_stability
2026-08-18 19:52:15,"Can't log in after resetting my password, keeps saying invalid credentials.",in_app_survey,1,security_login
2026-08-18 20:37:59,"Five stars, this has saved me so much time every week.",support_ticket,5,general_positive
2026-08-18 21:58:36,"Simple, reliable, and does exactly what I need.",app_store,5,general_positive
2026-08-18 22:00:28,"Simple, reliable, and does exactly what I need.",google_play,4,general_positive
2026-08-18 22:10:55,"Can't log in after resetting my password, keeps saying invalid credentials.",app_store,2,security_login
2026-08-18 22:23:02,My data didn't sync across devices and I lost a week of work.,in_app_survey,1,data_sync
2026-08-19 00:04:19,"Constant crashing on my Android phone, please fix this ASAP.",twitter,1,crashes_stability
2026-08-19 00:06:31,Feature request: bulk editing for tasks would save so much time.,in_app_survey,3,feature_requests
2026-08-19 01:36:45,"Stability has gotten so much better, no crashes in weeks!",app_store,1,crashes_stability
2026-08-19 02:10:20,Finally sync works flawlessly across all my devices now.,in_app_survey,3,data_sync
2026-08-19 05:21:54,@TaskFlowApp The app keeps crashing every time I try to open the dashboard.,twitter,2,crashes_stability
2026-08-19 06:09:51,hey @TaskFlowApp Still waiting on a reply to my ticket from last week.,twitter,3,customer_support
2026-08-19 06:12:45,@TaskFlowApp The tutorial doesn't explain how to invite team members.,twitter,3,onboarding
2026-08-19 06:18:13,"The app is so slow, it takes forever to load my tasks.",app_store,2,performance_speed
2026-08-19 07:41:51,It would be great if we could assign tasks to multiple people.,app_store,5,feature_requests
2026-08-19 08:19:53,Really laggy scrolling through the calendar view.,twitter,1,performance_speed
2026-08-19 08:43:54,@TaskFlowApp It would be great if we could assign tasks to multiple people.,twitter,5,feature_requests
2026-08-19 08:53:31,"Sync between desktop and mobile is unreliable, tasks go missing.",app_store,2,data_sync
2026-08-19 09:34:37,"Lost my data after the app crashed during a sync, need this fixed.",google_play,1,data_sync
2026-08-19 10:11:21,Crashes whenever I try to attach a file to a task.,app_store,1,crashes_stability
2026-08-19 10:37:10,Sync is painfully slow between my phone and laptop.,google_play,2,performance_speed
2026-08-19 13:12:51,"The app is so slow, it takes forever to load my tasks.",app_store,2,performance_speed
2026-08-19 13:59:23,"@TaskFlowApp Best productivity app I've used in years, highly recommend.",twitter,5,general_positive
2026-08-19 14:02:57,@TaskFlowApp Would love to see a Kanban board view added.,twitter,5,feature_requests
2026-08-19 14:40:04,Still waiting on a reply to my ticket from last week.,app_store,3,customer_support
2026-08-19 14:40:04,TaskFlow crashed twice today and I lost my unsaved notes.,support_ticket,1,crashes_stability
2026-08-19 14:55:19,Support team was super helpful and resolved my issue in minutes.,in_app_survey,2,customer_support
2026-08-19 15:31:58,I wish there was a way to export my tasks to PDF.,in_app_survey,4,feature_requests
2026-08-19 17:18:39,Support team was super helpful and resolved my issue in minutes.,in_app_survey,3,customer_support
2026-08-19 17:31:14,Loved the guided walkthrough for new users.,in_app_survey,5,onboarding
2026-08-19 18:33:16,The pricing page doesn't match what I was actually billed.,twitter,1,billing_payments
2026-08-19 18:52:54,Cancelled my subscription but still got charged this month.,app_store,1,billing_payments
2026-08-19 19:39:25,"Best productivity app I've used in years, highly recommend.",support_ticket,4,general_positive
2026-08-19 20:03:26,Worried about security after seeing this app doesn't support 2FA properly.,google_play,1,security_login
2026-08-19 20:07:36,Finally sync works flawlessly across all my devices now.,app_store,2,data_sync
2026-08-19 20:18:38,"Great value for the price, worth every penny.",google_play,4,general_positive
2026-08-19 21:57:59,"hey @TaskFlowApp Lost my data after the app crashed during a sync, need this fixed.",twitter,2,data_sync
2026-08-19 22:09:28,"Constant crashing on my Android phone, please fix this ASAP.",google_play,2,crashes_stability
2026-08-19 22:46:11,"hey @TaskFlowApp Billing is confusing, I can't tell what plan I'm on.",twitter,1,billing_payments
2026-08-19 23:04:59,"Subject: Issue report. Got double charged after upgrading my plan, need a refund immediately.",support_ticket,2,billing_payments
2026-08-19 23:07:59,hey @TaskFlowApp Any plans to add a native mobile widget?,twitter,2,feature_requests
2026-08-19 23:14:58,"Waiting three days for a response from support, very disappointed.",support_ticket,3,customer_support
2026-08-19 23:22:59,Loading spinner just spins forever on the reports page.,in_app_survey,2,performance_speed
2026-08-19 23:34:07,Dark mode please! My eyes hurt using this at night.,support_ticket,3,ui_ux
2026-08-19 23:39:11,"hey @TaskFlowApp Simple, reliable, and does exactly what I need.",twitter,5,general_positive
2026-08-19 23:57:32,"hey @TaskFlowApp Payment failed but you still charged me, please refund.",twitter,1,billing_payments
2026-08-20 00:17:28,I wish there was a way to export my tasks to PDF.,in_app_survey,4,feature_requests
2026-08-20 01:09:20,TaskFlow crashed twice today and I lost my unsaved notes.,app_store,1,crashes_stability
2026-08-20 01:16:17,"@TaskFlowApp Really clean and minimal design, easy to use.",twitter,4,ui_ux
2026-08-20 01:37:56,"Stability has gotten so much better, no crashes in weeks!",google_play,1,crashes_stability
2026-08-20 01:59:59,"@TaskFlowApp Login now works great with Face ID, very convenient.",twitter,5,security_login
2026-08-20 04:47:10,Please add integration with Google Calendar.,app_store,3,feature_requests
2026-08-20 06:05:47,"Getting locked out of my account randomly, this is concerning.",support_ticket,2,security_login
2026-08-20 06:13:15,Support rep was rude and unhelpful when I asked for a refund.,app_store,2,customer_support
2026-08-20 06:43:23,Can you add a dark mode option please?,in_app_survey,2,feature_requests
2026-08-20 06:46:41,"Used to crash constantly, but the latest update fixed it for me.",app_store,1,crashes_stability
2026-08-20 06:50:30,"Real-time sync is great, changes show up instantly on all my devices.",support_ticket,5,data_sync
2026-08-20 07:23:09,"Simple, reliable, and does exactly what I need.",app_store,5,general_positive
2026-08-20 09:31:53,hey @TaskFlowApp The app keeps crashing every time I try to open the dashboard.,twitter,1,crashes_stability
2026-08-20 09:51:28,"This app has completely changed how my team manages projects, love it.",app_store,4,general_positive
2026-08-20 09:52:05,Sync is painfully slow between my phone and laptop.,google_play,2,performance_speed
2026-08-20 10:12:39,"Great value for the price, worth every penny.",support_ticket,5,general_positive
2026-08-20 10:30:38,"Confusing setup process, I almost gave up before figuring it out.",google_play,4,onboarding
2026-08-20 10:40:45,"Billing is confusing, I can't tell what plan I'm on.",google_play,1,billing_payments
2026-08-20 10:41:48,"Love the redesign, it looks so much cleaner now.",google_play,5,ui_ux
2026-08-20 10:56:44,The tutorial doesn't explain how to invite team members.,support_ticket,3,onboarding
2026-08-20 11:37:58,"Simple, reliable, and does exactly what I need.",twitter,5,general_positive
2026-08-20 11:52:42,"Getting locked out of my account randomly, this is concerning.",in_app_survey,1,security_login
2026-08-20 12:03:33,Finally sync works flawlessly across all my devices now.,in_app_survey,3,data_sync
2026-08-20 12:25:04,"Font is too small on mobile, hard to read.",in_app_survey,3,ui_ux
2026-08-20 12:55:49,"The color scheme is hard to read, low contrast text everywhere.",app_store,3,ui_ux
2026-08-20 13:03:19,Cancelled my subscription but still got charged this month.,google_play,1,billing_payments
2026-08-20 13:20:00,Would love to see a Kanban board view added.,app_store,5,feature_requests
2026-08-20 13:24:01,The app keeps crashing every time I try to open the dashboard.,in_app_survey,2,crashes_stability
2026-08-20 13:25:16,"hey @TaskFlowApp Great customer service, they walked me through the whole setup.",twitter,5,customer_support
2026-08-20 14:04:05,The pricing page doesn't match what I was actually billed.,in_app_survey,2,billing_payments
2026-08-20 14:09:48,@TaskFlowApp Can you add a dark mode option please?,twitter,3,feature_requests
2026-08-20 16:00:31,@TaskFlowApp Dark mode please! My eyes hurt using this at night.,twitter,3,ui_ux
2026-08-20 16:09:32,"Subject: Issue report. Stability has gotten so much better, no crashes in weeks!",support_ticket,2,crashes_stability
2026-08-20 16:39:22,"Constant crashing on my Android phone, please fix this ASAP.",google_play,1,crashes_stability
2026-08-20 18:56:42,Cancelled my subscription but still got charged this month.,in_app_survey,1,billing_payments
2026-08-20 19:17:50,Subject: Issue report. TaskFlow crashed twice today and I lost my unsaved notes.,support_ticket,1,crashes_stability
2026-08-20 20:39:30,"It froze and then crashed while syncing, very frustrating.",support_ticket,1,crashes_stability
2026-08-20 20:54:59,Feature request: bulk editing for tasks would save so much time.,app_store,3,feature_requests
2026-08-20 21:34:26,"Snappy and fast after the recent performance update, nice work.",google_play,1,performance_speed
2026-08-20 23:03:04,Dark mode please! My eyes hurt using this at night.,google_play,3,ui_ux
2026-08-20 23:03:43,"Stability has gotten so much better, no crashes in weeks!",app_store,2,crashes_stability
2026-08-20 23:13:19,Can you add a dark mode option please?,app_store,3,feature_requests
2026-08-20 23:30:46,"Performance has improved a lot, loads instantly now.",in_app_survey,4,performance_speed
2026-08-20 23:30:55,"Waiting three days for a response from support, very disappointed.",support_ticket,4,customer_support
2026-08-20 23:51:40,"Getting locked out of my account randomly, this is concerning.",google_play,2,security_login
2026-08-21 00:36:24,"This app has completely changed how my team manages projects, love it.",in_app_survey,4,general_positive
2026-08-21 00:52:24,Please add integration with Google Calendar.,twitter,4,feature_requests
2026-08-21 01:33:50,"Great value for the price, worth every penny.",google_play,5,general_positive
2026-08-21 01:40:32,"Constant crashing on my Android phone, please fix this ASAP.",google_play,1,crashes_stability
2026-08-21 02:02:37,Any plans to add a native mobile widget?,twitter,4,feature_requests
2026-08-21 03:03:42,"Onboarding was smooth, got set up in under five minutes.",app_store,4,onboarding
2026-08-21 03:06:33,"Confusing setup process, I almost gave up before figuring it out.",in_app_survey,2,onboarding
2026-08-21 03:07:50,Please add support for Slack notifications.,app_store,2,feature_requests
2026-08-21 03:31:09,"Overcharged on my credit card, this is unacceptable.",google_play,2,billing_payments
2026-08-21 03:38:31,"Hope you add offline mode soon, I travel a lot without wifi.",in_app_survey,4,feature_requests
2026-08-21 03:40:04,Subject: Issue report. Can you add a dark mode option please?,support_ticket,4,feature_requests
2026-08-21 04:02:13,"Getting locked out of my account randomly, this is concerning.",support_ticket,1,security_login
2026-08-21 04:22:33,"Billing is confusing, I can't tell what plan I'm on.",google_play,2,billing_payments
2026-08-21 04:22:39,"Love the redesign, it looks so much cleaner now.",twitter,5,ui_ux
2026-08-21 04:43:57,"It froze and then crashed while syncing, very frustrating.",app_store,1,crashes_stability
2026-08-21 05:12:48,"Great value for the price, worth every penny.",in_app_survey,4,general_positive
2026-08-21 05:19:20,Please add support for Slack notifications.,app_store,4,feature_requests
2026-08-21 06:16:27,"App crashes on launch since the last update, completely unusable.",in_app_survey,1,crashes_stability
2026-08-21 07:32:41,"@TaskFlowApp App crashes on launch since the last update, completely unusable.",twitter,1,crashes_stability
2026-08-21 07:56:09,The app keeps crashing every time I try to open the dashboard.,support_ticket,1,crashes_stability
2026-08-21 07:58:27,"The support chat is unresponsive, nobody ever answers.",in_app_survey,3,customer_support
2026-08-21 08:01:31,"Getting locked out of my account randomly, this is concerning.",google_play,1,security_login
2026-08-21 08:01:39,"Getting locked out of my account randomly, this is concerning.",app_store,2,security_login
2026-08-21 08:17:06,"Sync between desktop and mobile is unreliable, tasks go missing.",app_store,2,data_sync
2026-08-21 08:21:45,"Great value for the price, worth every penny.",support_ticket,5,general_positive
2026-08-21 08:25:24,"Great customer service, they walked me through the whole setup.",in_app_survey,5,customer_support
2026-08-21 08:29:55,TaskFlow crashed twice today and I lost my unsaved notes.,in_app_survey,2,crashes_stability
2026-08-21 08:30:39,It would be great if we could assign tasks to multiple people.,google_play,4,feature_requests
2026-08-21 08:44:04,"Best productivity app I've used in years, highly recommend.",app_store,5,general_positive
2026-08-21 09:06:41,"@TaskFlowApp Got double charged after upgrading my plan, need a refund immediately.",twitter,1,billing_payments
2026-08-21 09:35:19,"Used to crash constantly, but the latest update fixed it for me.",in_app_survey,2,crashes_stability
2026-08-21 10:11:40,Finally sync works flawlessly across all my devices now.,google_play,3,data_sync
2026-08-21 11:22:40,My data didn't sync across devices and I lost a week of work.,app_store,1,data_sync
2026-08-21 11:48:04,"hey @TaskFlowApp Billing is confusing, I can't tell what plan I'm on.",twitter,2,billing_payments
2026-08-21 12:07:24,"Subject: Issue report. Navigation is unintuitive, took me forever to find my projects.",support_ticket,3,ui_ux
2026-08-21 12:52:24,hey @TaskFlowApp The search feature is slow and often times out.,twitter,1,performance_speed
2026-08-21 13:05:02,Subject: Issue report. Would love to see a Kanban board view added.,support_ticket,5,feature_requests
2026-08-21 13:37:57,The app keeps crashing every time I try to open the dashboard.,twitter,1,crashes_stability
2026-08-21 13:53:39,"Subject: Issue report. Too many steps just to create my first project, simplify it.",support_ticket,3,onboarding
2026-08-21 14:04:31,Please add integration with Google Calendar.,twitter,2,feature_requests
2026-08-21 14:31:57,"Waiting three days for a response from support, very disappointed.",app_store,3,customer_support
2026-08-21 15:10:22,"The app is so slow, it takes forever to load my tasks.",in_app_survey,1,performance_speed
2026-08-21 15:28:17,"@TaskFlowApp Sync between desktop and mobile is unreliable, tasks go missing.",twitter,1,data_sync
2026-08-21 15:32:32,Subject: Issue report. Two-factor authentication login is broken on iOS.,support_ticket,1,security_login
2026-08-21 15:34:39,"@TaskFlowApp Constant crashing on my Android phone, please fix this ASAP.",twitter,1,crashes_stability
2026-08-21 16:16:31,"Constant crashing on my Android phone, please fix this ASAP.",support_ticket,1,crashes_stability
2026-08-21 16:24:27,"hey @TaskFlowApp App crashes on launch since the last update, completely unusable.",twitter,1,crashes_stability
2026-08-21 16:36:16,"Performance has improved a lot, loads instantly now.",google_play,4,performance_speed
2026-08-21 17:08:43,Subject: Issue report. The app keeps crashing every time I try to open the dashboard.,support_ticket,1,crashes_stability
2026-08-21 17:51:01,@TaskFlowApp I wish there was a way to export my tasks to PDF.,twitter,4,feature_requests
2026-08-21 17:56:54,"Subject: Issue report. Lost my data after the app crashed during a sync, need this fixed.",support_ticket,1,data_sync
2026-08-21 18:59:34,Dark mode please! My eyes hurt using this at night.,google_play,4,ui_ux
2026-08-21 19:11:25,Subject: Issue report. The search feature is slow and often times out.,support_ticket,1,performance_speed
2026-08-21 19:33:26,"Simple, reliable, and does exactly what I need.",app_store,5,general_positive
2026-08-21 20:30:40,The search feature is slow and often times out.,google_play,1,performance_speed
2026-08-21 21:01:23,Crashes whenever I try to attach a file to a task.,google_play,1,crashes_stability
2026-08-21 22:14:17,"Love the redesign, it looks so much cleaner now.",app_store,4,ui_ux
2026-08-21 22:14:31,Subject: Issue report. The app keeps crashing every time I try to open the dashboard.,support_ticket,1,crashes_stability
2026-08-21 22:18:09,"Onboarding was smooth, got set up in under five minutes.",in_app_survey,3,onboarding
2026-08-21 22:35:05,"The support chat is unresponsive, nobody ever answers.",twitter,3,customer_support
2026-08-21 23:25:56,"Great value for the price, worth every penny.",google_play,5,general_positive
2026-08-21 23:30:43,Loved the guided walkthrough for new users.,google_play,4,onboarding
2026-08-21 23:58:14,"hey @TaskFlowApp Sync between desktop and mobile is unreliable, tasks go missing.",twitter,1,data_sync
2026-08-22 00:22:34,"Simple, reliable, and does exactly what I need.",google_play,5,general_positive
2026-08-22 00:23:51,"Waiting three days for a response from support, very disappointed.",app_store,3,customer_support
2026-08-22 00:39:11,"Simple, reliable, and does exactly what I need.",in_app_survey,5,general_positive
2026-08-22 00:41:10,"hey @TaskFlowApp Getting locked out of my account randomly, this is concerning.",twitter,1,security_login
2026-08-22 01:29:42,Support team was super helpful and resolved my issue in minutes.,in_app_survey,3,customer_support
2026-08-22 01:43:32,Worried about security after seeing this app doesn't support 2FA properly.,google_play,1,security_login
2026-08-22 02:15:41,"The app is so slow, it takes forever to load my tasks.",google_play,1,performance_speed
2026-08-22 02:24:52,Crashes whenever I try to attach a file to a task.,in_app_survey,1,crashes_stability
2026-08-22 03:15:06,"Simple, reliable, and does exactly what I need.",google_play,4,general_positive
2026-08-22 03:15:16,Two-factor authentication login is broken on iOS.,support_ticket,1,security_login
2026-08-22 03:36:10,"The support chat is unresponsive, nobody ever answers.",google_play,2,customer_support
2026-08-22 04:15:40,"Constant crashing on my Android phone, please fix this ASAP.",google_play,1,crashes_stability
2026-08-22 04:20:15,"Five stars, this has saved me so much time every week.",in_app_survey,5,general_positive
2026-08-22 04:42:09,"hey @TaskFlowApp Stability has gotten so much better, no crashes in weeks!",twitter,1,crashes_stability
2026-08-22 04:57:21,"Stability has gotten so much better, no crashes in weeks!",app_store,2,crashes_stability
2026-08-22 05:19:52,"Snappy and fast after the recent performance update, nice work.",in_app_survey,1,performance_speed
2026-08-22 05:43:23,"Quick and friendly support, solved my sync issue right away.",in_app_survey,3,customer_support
2026-08-22 06:03:23,"Performance has improved a lot, loads instantly now.",google_play,3,performance_speed
2026-08-22 06:11:46,"hey @TaskFlowApp Best productivity app I've used in years, highly recommend.",twitter,5,general_positive
2026-08-22 06:18:35,"Subject: Issue report. Used to crash constantly, but the latest update fixed it for me.",support_ticket,1,crashes_stability
2026-08-22 06:28:40,"Subject: Issue report. Overcharged on my credit card, this is unacceptable.",support_ticket,2,billing_payments
2026-08-22 06:32:59,"App crashes on launch since the last update, completely unusable.",support_ticket,1,crashes_stability
2026-08-22 06:57:37,"Overcharged on my credit card, this is unacceptable.",in_app_survey,1,billing_payments
2026-08-22 07:06:33,"This app has completely changed how my team manages projects, love it.",app_store,5,general_positive
